303  ,01108       ,EF          ,  ,,10,,01108,  厚別区　　　　,  Atsubetsu-ku,7,499,13,309,"5,188",8,212,"2,982",4,"3,428",01108,
303  ,01109       ,EF          ,  ,,11,,01109,  手稲区　　　　,  Teine-ku,5,"1,121",16,421,"7,305",9,244,"3,669",3,"2,145",01109,
303  ,01110       ,EF          ,  ,,12,,01110,  清田区　　　　,  Kiyota-ku,5,754,15,372,"6,105",8,228,"3,603",4,"2,315",01110,
303  ,01202       ,EF          ,  ,,13,,01202,函館市　　　　,Hakodate-shi,12,"1,006",40,731,"9,632",23,443,"5,426",14,"6,279",01202,
303  ,01203       ,EF          ,  ,,14,,01203,小樽市　　　　,Otaru-shi,12,661,17,336,"3,850",13,217,"2,167",7,"2,905",01203,
303  ,01204       ,EF          ,  ,,15,,01204,旭川市　　　　,Asahikawa-shi,26,"2,055",53,"1,213","14,280",27,640,"7,625",13,"8,506",01204,
303  ,01205       ,EF          ,  ,,16,,01205,室蘭市　　　　,Muroran-shi,9,793,9,220,"3,090",8,141,"1,632",6,"2,625",01205,
303  ,01206       ,EF          ,  ,,17,,01206,釧路市　　　　,Kushiro-shi,24,"1,662",25,586,"6,360",15,327,"3,507",8,"3,898",01206,
303  ,01207       ,EF          ,  ,,18,,01207,帯広市　　　　,Obihiro-shi,13,"1,618",25,601,"7,336",13,315,"3,821",8,"5,036",01207,
303  ,01208       ,EF          ,  ,,19,,01208,北見市　　　　,Kitami-shi,7,500,22,476,"4,995",13,266,"2,653",8,"2,736",01208,
303  ,01209       ,EF          ,  ,,20,,01209,夕張市　　　　,Yubari-shi,0,0,1,21,150,1,18,94,1,51,01209,
303  ,01210       ,EF          ,  ,,21,,01210,岩見沢市　　　,Iwamizawa-shi,5,594,14,292,"3,308",9,172,"1,761",4,"2,087",01210,
303  ,01211       ,EF          ,  ,,22,,01211,網走市　　　　,Abashiri-shi,2,154,9,179,"1,464",6,102,776,2,864,01211,
303  ,01212       ,EF          ,  ,,23,,01212,留萌市　　　　,Rumoi-shi,2,154,5,91,715,2,50,400,1,477,01212,
303  ,01213       ,EF          ,  ,,24,,01213,苫小牧市　　　,Tomakomai-shi,11,"1,382",23,605,"8,587",16,354,"4,376",7,"3,776",01213,
303  ,01214       ,EF          ,  ,,25,,01214,稚内市　　　　,Wakkanai-shi,4,226,11,154,"1,362",7,97,687,2,847,01214,
303  ,01215       ,EF          ,  ,,26,,01215,美唄市　　　　,Bibai-shi,2,102,2,49,588,2,37,371,2,481,01215,
303  ,01216       ,EF          ,  ,,27,,01216,芦別市　　　　,Ashibetsu-shi,1,102,2,40,329,2,31,185,1,147,01216,
303  ,01217       ,EF          ,  ,,28,,01217,江別市　　　　,Ebetsu-shi,6,784,17,437,"5,825",9,277,"3,410",5,"3,814",01217,
303  ,01218       ,EF          ,  ,,29,,01218,赤平市　　　　,Akabira-shi,1,26,1,29,251,1,18,164,0,0,01218,
303  ,01219       ,EF          ,  ,,30,,01219,紋別市　　　　,Mombetsu-shi,1,47,6,110,811,3,47,387,1,410,01219,
303  ,01220       ,EF          ,  ,,31,,01220,士別市　　　　,Shibetsu-shi,3,110,6,95,630,4,61,390,2,356,01220,
303  ,01221       ,EF          ,  ,,32,,01221,名寄市　　　　,Nayoro-shi,3,277,7,131,"1,172",4,78,589,2,395,01221,
303  ,01222       ,EF          ,  ,,33,,01222,三笠市　　　　,Mikasa-shi,0,0,2,34,253,2,27,130,1,107,01222,
303  ,01223       ,EF          ,  ,,34,,01223,根室市　　　　,Nemuro-shi,2,168,7,116,879,5,79,481,1,484,01223,
303  ,01224       ,EF          ,  ,,35,,01224,千歳市　　　　,Chitose-shi,8,"1,120",18,363,"5,313",9,189,"2,669",2,"1,372",01224,
303  ,01225       ,EF          ,  ,,36,,01225,滝川市　　　　,Takikawa-shi,2,245,6,136,"1,578",3,74,863,3,"1,426",01225,
303  ,01226       ,EF          ,  ,,37,,01226,砂川市　　　　,Sunagawa-shi,1,85,5,80,563,2,38,349,1,174,01226,
303  ,01227       ,EF          ,  ,,38,,01227,歌志内市　　　,Utashinai-shi,0,0,0,0,0,0,0,0,0,0,01227,
303  ,01228       ,EF          ,  ,,39,,01228,深川市　　　　,Fukagawa-shi,2,84,6,87,699,2,35,362,2,322,01228,
303  ,01229       ,EF          ,  ,,40,,01229,富良野市　　　,Furano-shi,4,290,8,121,884,4,50,458,2,575,01229,
303  ,01230       ,EF          ,  ,,41,,01230,登別市　　　　,Noboribetsu-shi,4,407,8,153,"1,871",5,91,949,1,352,01230,
303  ,01231       ,EF          ,  ,,42,,01231,恵庭市　　　　,Eniwa-shi,5,721,8,229,"3,684",5,137,"1,963",3,"1,916",01231,
303  ,01233       ,EF          ,  ,,43,,01233,伊達市　　　　,Date-shi,2,202,7,129,"1,353",3,68,799,2,562,01233,
303  ,01234       ,EF          ,  ,,44,,01234,北広島市　　　,Kitahiroshima-shi,6,583,9,201,"2,725",8,158,"1,818",3,"2,517",01234,
303  ,01235       ,EF          ,  ,,45,,01235,石狩市　　　　,Ishikari-shi,0,0,9,212,"2,900",6,132,"1,593",2,"1,761",01235,
303  ,01236       ,EF          ,  ,,46,,01236,北斗市　　　　,Hokuto-shi,4,326,11,197,"2,115",5,104,"1,259",3,610,01236,
303  ,01303       ,EF          ,  ,,47,,01303,当別町　　　　,Tobetsu-cho,0,0,1,17,216,1,16,143,1,193,01303,
303  ,01304       ,EF          ,  ,,48,,01304,新篠津村　　　,Shinshinotsu-mura,0,0,1,15,124,1,14,59,0,0,01304,
303  ,01331       ,EF          ,  ,,49,,01331,松前町　　　　,Matsumae-cho,0,0,3,26,138,1,15,81,1,57,01331,
303  ,01332       ,EF          ,  ,,50,,01332,福島町　　　　,Fukushima-cho,1,10,2,19,88,1,13,42,1,28,01332,
303  ,01333       ,EF          ,  ,,51,,01333,知内町　　　　,Shiriuchi-cho,0,0,3,26,145,1,15,84,1,163,01333,
303  ,01334       ,EF          ,  ,,52,,01334,木古内町　　　,Kikonai-cho,0,0,1,17,98,1,11,59,0,0,01334,
303  ,01337       ,EF          ,  ,,53,,01337,七飯町　　　　,Nanae-cho,1,202,4,90,"1,265",2,47,646,1,307,01337,
303  ,01343       ,EF          ,  ,,54,,01343,鹿部町　　　　,Shikabe-cho,1,47,1,16,146,1,14,87,0,0,01343,
303  ,01345       ,EF          ,  ,,55,,01345,森町　　　　　,Mori-machi,2,64,8,67,555,2,38,321,1,91,01345,
303  ,01346       ,EF          ,  ,,56,,01346,八雲町　　　　,Yakumo-cho,1,39,7,82,627,4,53,315,1,227,01346,
303  ,01347       ,EF          ,  ,,57,,01347,長万部町　　　,Oshamambe-cho,0,0,1,18,176,1,13,96,1,50,01347,
303  ,01361       ,EF          ,  ,,58,,01361,江差町　　　　,Esashi-cho,0,0,3,50,208,2,31,137,1,222,01361,
303  ,01362       ,EF          ,  ,,59,,01362,上ノ国町　　　,Kaminokuni-cho,0,0,2,28,161,1,17,74,1,44,01362,
303  ,01363       ,EF          ,  ,,60,,01363,厚沢部町　　　,Assabu-cho,0,0,3,38,163,1,15,75,0,0,01363,
303  ,01364       ,EF          ,  ,,61,,01364,乙部町　　　　,Otobe-cho,0,0,2,20,111,1,17,70,0,0,01364,
303  ,01367       ,EF          ,  ,,62,,01367,奥尻町　　　　,Okushiri-cho,2,29,2,20,74,1,15,29,1,72,01367,
303  ,01370       ,EF          ,  ,,63,,01370,今金町　　　　,Imakane-cho,0,0,2,25,209,1,14,107,0,0,01370,
303  ,01371       ,EF          ,  ,,64,,01371,せたな町　　　,Setana-cho,0,0,3,35,234,3,45,134,1,157,01371,
303  ,01391       ,EF          ,  ,,65,,01391,島牧村　　　　,Shimamaki-mura,0,0,1,11,48,1,12,13,0,0,01391,
303  ,01392       ,EF          ,  ,,66,,01392,寿都町　　　　,Suttsu-cho,0,0,2,22,117,1,12,52,1,74,01392,
303  ,01393       ,EF          ,  ,,67,,01393,黒松内町　　　,Kuromatsunai-cho,0,0,2,29,126,2,21,80,0,0,01393,
303  ,01394       ,EF          ,  ,,68,,01394,蘭越町　　　　,Rankoshi-cho,1,22,2,27,198,1,14,95,1,45,01394,
303  ,01395       ,EF          ,  ,,69,,01395,ニセコ町　　　,Niseko-cho,1,26,2,33,289,1,14,116,1,56,01395,
303  ,01396       ,EF          ,  ,,70,,01396,真狩村　　　　,Makkari-mura,0,0,2,15,84,1,13,49,1,66,01396,
303  ,01397       ,EF          ,  ,,71,,01397,留寿都村　　　,Rusutsu-mura,0,0,1,12,84,1,14,52,1,51,01397,
303  ,01398       ,EF          ,  ,,72,,01398,喜茂別町　　　,Kimobetsu-cho,0,0,2,16,63,1,10,39,0,0,01398,
303  ,01399       ,EF          ,  ,,73,,01399,京極町　　　　,Kyogoku-cho,0,0,1,20,122,1,11,81,0,0,01399,
303  ,01400       ,EF          ,  ,,74,,01400,倶知安町　　　,Kutchan-cho,2,149,5,87,819,1,31,378,2,442,01400,
303  ,01401       ,EF          ,  ,,75,,01401,共和町　　　　,Kyowa-cho,2,33,3,40,259,1,13,118,0,0,01401,
303  ,01402       ,EF          ,  ,,76,,01402,岩内町　　　　,Iwanai-cho,2,87,2,38,466,2,32,238,1,229,01402,
303  ,01403       ,EF          ,  ,,77,,01403,泊村　　　　　,Tomari-mura,0,0,1,9,47,1,15,41,0,0,01403,
303  ,01404       ,EF          ,  ,,78,,01404,神恵内村　　　,Kamoenai-mura,0,0,1,10,25,1,12,16,0,0,01404,
303  ,01405       ,EF          ,  ,,79,,01405,積丹町　　　　,Shakotan-cho,0,0,4,22,57,1,11,30,0,0,01405,
303  ,01406       ,EF          ,  ,,80,,01406,古平町　　　　,Furubira-cho,0,0,1,17,81,1,14,53,0,0,01406,
303  ,01407       ,EF          ,  ,,81,,01407,仁木町　　　　,Niki-cho,0,0,2,25,149,2,30,97,0,0,01407,
303  ,01408       ,EF          ,  ,,82,,01408,余市町　　　　,Yoichi-cho,3,226,4,65,677,3,44,393,2,289,01408,
303  ,01409       ,EF          ,  ,,83,,01409,赤井川村　　　,Akaigawa-mura,0,0,2,15,45,1,15,39,0,0,01409,
303  ,01423       ,EF          ,  ,,84,,01423,南幌町　　　　,Nanporo-cho,1,151,1,29,289,1,19,150,1,6,01423,
303  ,01424       ,EF          ,  ,,85,,01424,奈井江町　　　,Naie-cho,0,0,1,16,186,1,14,95,1,50,01424,
303  ,01425       ,EF          ,  ,,86,,01425,上砂川町　　　,Kamisunagawa-cho,0,0,1,10,80,1,12,42,0,0,01425,
303  ,01427       ,EF          ,  ,,87,,01427,由仁町　　　　,Yuni-cho,0,0,1,22,196,1,19,85,0,0,01427,
303  ,01428       ,EF          ,  ,,88,,01428,長沼町　　　　,Naganuma-cho,1,50,1,35,415,1,24,255,1,121,01428,
303  ,01429       ,EF          ,  ,,89,,01429,栗山町　　　　,Kuriyama-cho,0,0,3,50,467,1,23,240,1,113,01429,
303  ,01430       ,EF          ,  ,,90,,01430,月形町　　　　,Tsukigata-cho,0,0,1,16,76,1,14,53,1,37,01430,
303  ,01431       ,EF          ,  ,,91,,01431,浦臼町　　　　,Urausu-cho,0,0,1,14,69,1,13,37,0,0,01431,
303  ,01432       ,EF          ,  ,,92,,01432,新十津川町　　,Shintotsukawa-cho,1,168,1,28,323,1,17,151,1,75,01432,
303  ,01433       ,EF          ,  ,,93,,01433,妹背牛町　　　,Moseushi-cho,0,0,1,15,90,1,15,61,0,0,01433,
303  ,01434       ,EF          ,  ,,94,,01434,秩父別町　　　,Chippubetsu-cho,0,0,1,16,109,1,11,38,0,0,01434,
303  ,01436       ,EF          ,  ,,95,,01436,雨竜町　　　　,Uryu-cho,0,0,1,14,96,1,15,40,0,0,01436,
303  ,01437       ,EF          ,  ,,96,,01437,北竜町　　　　,Hokuryu-cho,0,0,1,11,54,1,14,38,0,0,01437,
303  ,01438       ,EF          ,  ,,97,,01438,沼田町　　　　,Numata-cho,0,0,1,16,97,1,15,59,0,0,01438,
303  ,01452       ,EF          ,  ,,98,,01452,鷹栖町　　　　,Takasu-cho,0,0,2,41,305,1,23,193,1,98,01452,
303  ,01453       ,EF          ,  ,,99,,01453,東神楽町　　　,Higashikagura-cho,2,108,3,63,658,1,30,331,0,0,01453,
303  ,01454       ,EF          ,  ,,100,,01454,当麻町　　　　,Tohma-cho,1,47,2,35,276,1,20,141,0,0,01454,
303  ,01455       ,EF          ,  ,,101,,01455,比布町　　　　,Pippu-cho,0,0,0,0,0,0,0,0,0,0,01455,
303  ,01456       ,EF          ,  ,,102,,01456,愛別町　　　　,Aibetsu-cho,0,0,1,17,101,1,15,49,0,0,01456,
303  ,01457       ,EF          ,  ,,103,,01457,上川町　　　　,Kamikawa-cho,2,21,1,17,95,1,15,55,1,55,01457,
303  ,01458       ,EF          ,  ,,104,,01458,東川町　　　　,Higashikawa-cho,1,47,4,63,480,1,26,232,1,208,01458,
303  ,01459       ,EF          ,  ,,105,,01459,美瑛町　　　　,Biei-cho,0,0,6,83,423,2,37,218,1,86,01459,
303  ,01460       ,EF          ,  ,,106,,01460,上富良野町　　,Kamifurano-cho,0,0,3,67,488,1,25,259,1,80,01460,
303  ,01461       ,EF          ,  ,,107,,01461,中富良野町　　,Nakafurano-cho,0,0,4,45,214,1,18,129,0,0,01461,
303  ,01462       ,EF          ,  ,,108,,01462,南富良野町　　,Minamifurano-cho,0,0,2,25,107,1,14,40,1,33,01462,
303  ,01463       ,EF          ,  ,,109,,01463,占冠村　　　　,Shimukappu-mura,0,0,1,10,31,1,11,20,0,0,01463,
303  ,01464       ,EF          ,  ,,110,,01464,和寒町　　　　,Wassamu-cho,0,0,1,18,126,1,14,72,0,0,01464,
303  ,01465       ,EF          ,  ,,111,,01465,剣淵町　　　　,Kembuchi-cho,0,0,1,17,100,1,15,56,1,58,01465,
303  ,01468       ,EF          ,  ,,112,,01468,下川町　　　　,Shimokawa-cho,0,0,1,18,117,1,16,71,1,98,01468,
303  ,01469       ,EF          ,  ,,113,,01469,美深町　　　　,Bifuka-cho,0,0,2,27,136,2,21,94,1,72,01469,
303  ,01470       ,EF          ,  ,,114,,01470,音威子府村　　,Otoineppu-mura,1,2,1,6,12,1,8,13,1,110,01470,
303  ,01471       ,EF          ,  ,,115,,01471,中川町　　　　,Nakagawa-cho,0,0,1,14,63,1,13,25,0,0,01471,
303  ,01472       ,EF          ,  ,,116,,01472,幌加内町　　　,Horokanai-cho,0,0,2,16,43,1,16,27,1,39,01472,
303  ,01481       ,EF          ,  ,,117,,01481,増毛町　　　　,Mashike-cho,0,0,1,17,148,1,14,73,0,0,01481,
303  ,01482       ,EF          ,  ,,118,,01482,小平町　　　　,Obira-cho,2,46,2,25,110,1,13,53,0,0,01482,
303  ,01483       ,EF          ,  ,,119,,01483,苫前町　　　　,Tomamae-cho,0,0,2,26,111,2,27,68,1,43,01483,
303  ,01484       ,EF          ,  ,,120,,01484,羽幌町　　　　,Haboro-cho,1,22,3,36,268,3,30,138,2,158,01484,
303  ,01485       ,EF          ,  ,,121,,01485,初山別村　　　,Shosambetsu-mura,0,0,1,9,41,1,10,19,0,0,01485,
303  ,01486       ,EF          ,  ,,122,,01486,遠別町　　　　,Embetsu-cho,0,0,1,16,101,1,14,52,1,54,01486,
303  ,01487       ,EF          ,  ,,123,,01487,天塩町　　　　,Teshio-cho,0,0,2,26,115,1,16,70,1,94,01487,
303  ,01511       ,EF          ,  ,,124,,01511,猿払村　　　　,Sarufutsu-mura,0,0,4,37,146,1,13,84,0,0,01511,
303  ,01512       ,EF          ,  ,,125,,01512,浜頓別町　　　,Hamatombetsu-cho,0,0,1,18,119,1,13,66,1,89,01512,
303  ,01513       ,EF          ,  ,,126,,01513,中頓別町　　　,Nakatombetsu-cho,0,0,1,15,68,1,13,24,0,0,01513,
303  ,01514       ,EF          ,  ,,127,,01514,枝幸町　　　　,Esashi-cho,1,36,7,66,272,3,46,197,1,135,01514,
303  ,01516       ,EF          ,  ,,128,,01516,豊富町　　　　,Toyotomi-cho,0,0,2,27,173,2,19,84,1,50,01516,
303  ,01517       ,EF          ,  ,,129,,01517,礼文町　　　　,Rebun-cho,0,0,3,23,90,2,23,58,1,58,01517,
303  ,01518       ,EF          ,  ,,130,,01518,利尻町　　　　,Rishiri-cho,0,0,2,17,68,1,16,38,1,67,01518,
303  ,01519       ,EF          ,  ,,131,,01519,利尻富士町　　,Rishirifuji-cho,0,0,2,20,96,2,20,53,0,0,01519,
303  ,01520       ,EF          ,  ,,132,,01520,幌延町　　　　,Horonobe-cho,0,0,2,24,116,2,18,55,0,0,01520,
303  ,01543       ,EF          ,  ,,133,,01543,美幌町　　　　,Bihoro-cho,1,86,3,75,766,2,42,418,1,181,01543,
303  ,01544       ,EF          ,  ,,134,,01544,津別町　　　　,Tsubetsu-cho,0,0,1,20,163,1,16,74,1,53,01544,
303  ,01545       ,EF          ,  ,,135,,01545,斜里町　　　　,Shari-cho,0,0,2,51,489,1,21,238,1,85,01545,
303  ,01546       ,EF          ,  ,,136,,01546,清里町　　　　,Kiyosato-cho,1,31,1,23,203,1,20,99,1,89,01546,
303  ,01547       ,EF          ,  ,,137,,01547,小清水町　　　,Koshimizu-cho,1,8,1,24,228,1,14,111,0,0,01547,
303  ,01549       ,EF          ,  ,,138,,01549,訓子府町　　　,Kunneppu-cho,0,0,2,35,246,1,16,102,1,57,01549,
303  ,01550       ,EF          ,  ,,139,,01550,置戸町　　　　,Oketo-cho,0,0,1,16,119,1,11,55,1,31,01550,
303  ,01552       ,EF          ,  ,,140,,01552,佐呂間町　　　,Saroma-cho,0,0,3,36,185,1,14,122,1,62,01552,
303  ,01555       ,EF          ,  ,,141,,01555,遠軽町　　　　,Engaru-cho,1,59,8,113,817,7,89,437,1,506,01555,
303  ,01559       ,EF          ,  ,,142,,01559,湧別町　　　　,Yubetsu-cho,0,0,5,53,266,2,35,155,1,117,01559,
303  ,01560       ,EF          ,  ,,143,,01560,滝上町　　　　,Takinoue-cho,0,0,2,23,90,1,14,35,0,0,01560,
303  ,01561       ,EF          ,  ,,144,,01561,興部町　　　　,Okoppe-cho,1,64,2,26,185,1,14,77,1,38,01561,
303  ,01562       ,EF          ,  ,,145,,01562,西興部村　　　,Nishiokoppe-mura,0,0,2,15,34,1,12,17,0,0,01562,
303  ,01563       ,EF          ,  ,,146,,01563,雄武町　　　　,Omu-cho,0,0,3,33,186,1,15,90,1,64,01563,
303  ,01564       ,EF          ,  ,,147,,01564,大空町　　　　,Ozora-cho,0,0,2,41,327,2,30,199,1,98,01564,
303  ,01571       ,EF          ,  ,,148,,01571,豊浦町　　　　,Toyoura-cho,0,0,4,36,201,2,22,95,0,0,01571,
303  ,01575       ,EF          ,  ,,149,,01575,壮瞥町　　　　,Sobetsu-cho,0,0,2,14,90,1,11,53,1,63,01575,
303  ,01578       ,EF          ,  ,,150,,01578,白老町　　　　,Shiraoi-cho,1,61,4,57,444,2,32,249,2,578,01578,
303  ,01581       ,EF          ,  ,,151,,01581,厚真町　　　　,Atsuma-cho,0,0,2,36,236,2,30,105,1,75,01581,
303  ,01584       ,EF          ,  ,,152,,01584,洞爺湖町　　　,Toyako-cho,1,55,3,39,256,2,30,145,1,50,01584,
303  ,01585       ,EF          ,  ,,153,,01585,安平町　　　　,Abira-cho,0,0,4,54,302,2,32,169,1,62,01585,
303  ,01586       ,EF          ,  ,,154,,01586,むかわ町　　　,Mukawa-cho,0,0,3,44,276,2,31,157,2,163,01586,
303  ,01601       ,EF          ,  ,,155,,01601,日高町　　　　,Hidaka-cho,2,65,4,60,501,4,55,266,2,108,01601,
303  ,01602       ,EF          ,  ,,156,,01602,平取町　　　　,Biratori-cho,0,0,5,47,224,2,28,123,1,43,01602,
303  ,01604       ,EF          ,  ,,157,,01604,新冠町　　　　,Niikappu-cho,0,0,2,30,250,1,15,129,0,0,01604,
303  ,01607       ,EF          ,  ,,158,,01607,浦河町　　　　,Urakawa-cho,0,0,4,63,493,3,43,264,1,276,01607,
303  ,01608       ,EF          ,  ,,159,,01608,様似町　　　　,Samani-cho,0,0,1,18,139,1,14,86,0,0,01608,
303  ,01609       ,EF          ,  ,,160,,01609,えりも町　　　,Erimo-cho,1,14,4,38,231,1,15,127,1,76,01609,
303  ,01610       ,EF          ,  ,,161,,01610,新ひだか町　　,Shinhidaka-cho,1,75,6,95,996,3,47,491,2,640,01610,
303  ,01631       ,EF          ,  ,,162,,01631,音更町　　　　,Otofuke-cho,2,167,11,238,"2,295",5,123,"1,352",1,256,01631,
303  ,01632       ,EF          ,  ,,163,,01632,士幌町　　　　,Shihoro-cho,0,0,3,48,287,1,28,172,1,108,01632,
303  ,01633       ,EF          ,  ,,164,,01633,上士幌町　　　,Kamishihoro-cho,0,0,1,22,232,1,16,109,1,148,01633,
303  ,01634       ,EF          ,  ,,165,,01634,鹿追町　　　　,Shikaoi-cho,0,0,5,58,292,2,27,153,1,126,01634,
303  ,01635       ,EF          ,  ,,166,,01635,新得町　　　　,Shintoku-cho,1,18,2,34,227,2,27,106,0,0,01635,
303  ,01636       ,EF          ,  ,,167,,01636,清水町　　　　,Shimizu-cho,1,24,2,44,414,2,31,229,1,235,01636,
303  ,01637       ,EF          ,  ,,168,,01637,芽室町　　　　,Memuro-cho,2,247,4,99,"1,012",3,59,579,2,858,01637,
303  ,01638       ,EF          ,  ,,169,,01638,中札内村　　　,Nakasatsunai-mura,0,0,2,30,228,1,16,118,0,0,01638,
303  ,01639       ,EF          ,  ,,170,,01639,更別村　　　　,Sarabetsu-mura,2,43,2,30,149,1,15,91,1,95,01639,
303  ,01641       ,EF          ,  ,,171,,01641,大樹町　　　　,Taiki-cho,0,0,1,31,257,1,20,135,1,82,01641,
303  ,01642       ,EF          ,  ,,172,,01642,広尾町　　　　,Hiroo-cho,0,0,2,32,223,1,17,137,1,114,01642,
303  ,01643       ,EF          ,  ,,173,,01643,幕別町　　　　,Makubetsu-cho,2,125,9,143,"1,365",5,87,684,1,283,01643,
303  ,01644       ,EF          ,  ,,174,,01644,池田町　　　　,Ikeda-cho,1,19,1,28,205,1,15,114,1,120,01644,
303  ,01645       ,EF          ,  ,,175,,01645,豊頃町　　　　,Toyokoro-cho,0,0,2,25,99,1,16,66,0,0,01645,
303  ,01646       ,EF          ,  ,,176,,01646,本別町　　　　,Hombetsu-cho,0,0,3,35,228,2,29,130,1,77,01646,
303  ,01647       ,EF          ,  ,,177,,01647,足寄町　　　　,Ashoro-cho,0,0,4,49,283,1,19,162,1,174,01647,
303  ,01648       ,EF          ,  ,,178,,01648,陸別町　　　　,Rikubetsu-cho,0,0,1,14,89,1,15,49,0,0,01648,
303  ,01649       ,EF          ,  ,,179,,01649,浦幌町　　　　,Urahoro-cho,0,0,2,25,182,2,24,99,0,0,01649,
303  ,01661       ,EF          ,  ,,180,,01661,釧路町　　　　,Kushiro-cho,2,130,5,85,813,4,69,432,1,293,01661,
303  ,01662       ,EF          ,  ,,181,,01662,厚岸町　　　　,Akkeshi-cho,2,16,4,57,342,4,45,190,1,89,01662,
303  ,01663       ,EF          ,  ,,182,,01663,浜中町　　　　,Hamanaka-cho,0,0,4,48,240,4,39,112,1,70,01663,
303  ,01664       ,EF          ,  ,,183,,01664,標茶町　　　　,Shibecha-cho,1,17,6,69,328,4,41,194,1,182,01664,
303  ,01665       ,EF          ,  ,,184,,01665,弟子屈町　　　,Teshikaga-cho,0,0,4,42,249,2,31,148,1,72,01665,
303  ,01667       ,EF          ,  ,,185,,01667,鶴居村　　　　,Tsurui-mura,0,0,3,32,104,2,23,83,0,0,01667,
303  ,01668       ,EF          ,  ,,186,,01668,白糠町　　　　,Shiranuka-cho,0,0,2,26,125,2,25,83,1,67,01668,
303  ,01691       ,EF          ,  ,,187,,01691,別海町　　　　,Betsukai-cho,5,179,8,124,761,8,116,461,1,305,01691,
303  ,01692       ,EF          ,  ,,188,,01692,中標津町　　　,Nakashibetsu-cho,5,394,3,102,"1,124",2,51,585,2,604,01692,
303  ,01693       ,EF          ,  ,,189,,01693,標津町　　　　,Shibetsu-cho,0,0,2,37,256,2,28,119,1,85,01693,
303  ,01694       ,EF          ,  ,,190,,01694,羅臼町　　　　,Rausu-cho,2,82,2,35,209,1,15,108,1,67,01694,
303  ,02000       ,EF          ,  ,,191,,02   ,青森県　　　,Aomori-ken,85,"3,820",259,"4,444","53,644",156,"2,945","29,042",71,"29,349",02   ,
303  ,02201       ,EF          ,  ,,192,,02201,青森市　　　　,Aomori-shi,24,"1,392",42,884,"12,059",21,542,"6,824",13,"7,618",02201,
303  ,02202       ,EF          ,  ,,193,,02202,弘前市　　　　,Hirosaki-shi,10,533,33,579,"7,116",19,372,"3,913",9,"5,521",02202,
303  ,02203       ,EF          ,  ,,194,,02203,八戸市　　　　,Hachinohe-shi,16,735,42,749,"10,530",26,498,"5,606",14,"7,209",02203,
303  ,02204       ,EF          ,  ,,195,,02204,黒石市　　　　,Kuroishi-shi,2,40,4,90,"1,325",2,53,643,1,631,02204,
303  ,02205       ,EF          ,  ,,196,,02205,五所川原市　　,Goshogawara-shi,5,137,11,184,"2,078",6,121,"1,074",7,"1,930",02205,
303  ,02206       ,EF          ,  ,,197,,02206,十和田市　　　,Towada-shi,3,141,15,240,"2,672",10,168,"1,547",5,"1,606",02206,
